Buyer Name,Type,Industry,Count,Tot Value,Average Size,Minimum Size,Maximum Size,Average Premium,Minimum Premium,Maximum Premium
Merrill Lynch & Co Inc,Strategic,Asset Management,5,4285.56,1071.39,27.1,4193.96,,0,0
Groupe Bertrand,Strategic,Leisure Facilities & Services,5,48.5041,48.5041,48.5041,48.5041,,0,0
Interfoods of America Inc,Strategic,Leisure Facilities & Services,5,102.25,25.5625,9.25,48.4,,0,0
Granite City Food & Brewery Ltd,Strategic,Leisure Facilities & Services,5,14.7,3.675,0.9,7.6,,0,0
SWaN & Legend Venture Partners LLC,Strategic,Asset Management,5,326,65.2,16,190,,0,0
Lightbox Management Ltd/India,Strategic,Asset Management,5,216.418,43.2836,6.41824,125,,0,0
Benchmark Capital Holdings Co LLC,Strategic,Asset Management,5,121.345,24.269,14.945,58.6161,,0,0
Equistone Partners Europe Ltd,Strategic,Asset Management,5,228.518,114.259,43.9591,184.559,,0,0
Indian Angel Network Services Pty Ltd,Strategic,Asset Management,5,50.1139,10.0228,0.453824,29.8,,0,0
T Rowe Price Group Inc,Strategic,Asset Management,5,1195,239,35,500,,0,0
Tung Lok Restaurants 2000 Ltd,Strategic,Leisure Facilities & Services,5,0.288549,0.0721373,0.0460227,0.12128,,0,0
JB Eleven Co Ltd,Strategic,Leisure Facilities & Services,5,1.4183,1.4183,1.4183,1.4183,,0,0
TA Associates Management LP,Strategic,Asset Management,4,,,,,,0,0
Shenzhen Country Garden Venture Capital,Strategic,Asset Management,4,15.458,15.458,15.458,15.458,,0,0
Tesco PLC,Strategic,Retail - Consumer Staples,4,141.685,47.2284,32.7728,72.5598,,0,0
First Watch Restaurants Inc,Strategic,Leisure Facilities & Services,4,,,,,,0,0
H2O Retailing Corp,Strategic,Retail - Discretionary,4,112.279,37.4263,14.09,62.0514,21.7402,0,0
Westbury Street Holdings Ltd,Strategic,Leisure Facilities & Services,4,,,,,,0,0
Boparan Restaurants Holdings Ltd,Strategic,Leisure Facilities & Services,4,,,,,,0,0
Three Hills Capital Partners LLP,Strategic,Asset Management,4,196.72,98.36,35,161.72,,0,0
Creadev SASV,Strategic,Asset Management,4,122,30.5,10,80,,0,0
Apple American Group LLC,Strategic,Leisure Facilities & Services,4,100,100,100,100,,0,0
St Marc Holdings Co Ltd,Strategic,Leisure Facilities & Services,4,141.069,70.5346,67.2152,73.854,,0,0
Ningbo Meishan Bonded Port Meixing Investment Management Co Ltd,Strategic,Asset Management,4,872.292,290.764,63.092,500,,0,0
Delight Restaurant Group,Strategic,Leisure Facilities & Services,4,,,,,,0,0
Shidax Corp,Strategic,Commercial Support Services,4,81.2187,27.0729,4.70242,65,,0,0
CHIMNEY Co Ltd,Strategic,Leisure Facilities & Services,4,,,,,,0,0
ABDD Capital Management LLC,Strategic,Leisure Facilities & Services,4,,,,,,0,0
Hakkasan Ltd,Strategic,Leisure Facilities & Services,4,36,36,36,36,,0,0
Atom Corp,Strategic,Leisure Facilities & Services,4,112.03,37.3433,12.2363,85.7574,,0,0
K&C Global Co Ltd,Strategic,Apparel & Textile Products,4,18.4508,4.61271,1.188,9.072,,0,0
Eurazeo Mid Cap SA,Strategic,Asset Management,4,108.954,54.4769,26.8108,82.143,43.67,0,0
Mistral Equity Partners,Strategic,Asset Management,4,470,117.5,10,350,,0,0
Four Foods Group Holdings LLC,Strategic,Commercial Support Services,4,,,,,,0,0
Checkers Drive-In Restaurants Inc,Strategic,Leisure Facilities & Services,4,40.963,10.2407,2.75,29.913,16.15,0,0
645 Ventures Management LLC,Strategic,Asset Management,4,82.1,20.525,2.1,50,,0,0
Prezzo PLC,Strategic,Leisure Facilities & Services,4,7.444,2.48133,0.88297,4.81492,,0,0
LetsVenture Online Pte Ltd,Strategic,Internet Media & Services,4,7.06485,1.76621,0.453824,3.7509,,0,0
Genki Global Dining Concepts C,Strategic,Leisure Facilities & Services,4,2.73585,2.73585,2.73585,2.73585,,0,0
Auric Pacific Group Ltd,Strategic,Wholesale - Consumer Staples,4,30.0006,7.50015,1.29363,15.141,26.2233,0,0
MCH Private Equity Asesores SL,Strategic,Asset Management,4,14.7492,7.3746,3.3492,11.4,,0,0
OSI Restaurant Partners LLC,Strategic,Leisure Facilities & Services,4,180.394,45.0986,30.7,68.1944,,0,0
ACON Investments LLC,Strategic,Asset Management,4,,,,,,0,0
SoftBank Group Corp,Strategic,Telecommunications,4,637.286,212.429,17.286,500,,0,0
Minshang Creative Technology Holdings Ltd,Strategic,Wholesale - Discretionary,4,23.6571,11.8285,10.6286,13.0284,,0,0
Punch Taverns Group Ltd,Strategic,Leisure Facilities & Services,4,5716.69,1429.17,18.7461,4648.7,12.39,0,0
Lion Capital LLP,Strategic,Asset Management,4,643.778,160.945,100,187.237,,0,0
Oliver's Real Food Ltd,Strategic,Leisure Facilities & Services,4,3.938,0.9845,0.2841,1.75406,,0,0
Abraaj Group Ltd/The,Strategic,Asset Management,4,,,,,,0,0
IFR Capital PLC,Strategic,Leisure Facilities & Services,4,498.015,124.504,40.9118,244.735,,0,0
Nestle SA,Strategic,Food,4,7150,7150,7150,7150,,0,0
Tenpos Holdings Co Ltd,Strategic,Wholesale - Discretionary,4,6.81563,3.40781,2.60926,4.20636,,0,0
Bpifrance Investissement SASU,Strategic,Asset Management,4,11.0768,3.69227,2.206,6.12306,,0,0
Ekuiti Nasional Bhd,Strategic,Asset Management,4,178.953,59.651,20.8463,126.28,,0,0
Nayuki Holdings Ltd,Strategic,Leisure Facilities & Services,4,151.846,37.9615,1.3861,75.054,,0,0
Invus Group LLC/The,Strategic,Asset Management,4,310,77.5,30,190,,0,0
Jiumaojiu International Holdings Ltd,Strategic,Leisure Facilities & Services,4,362.34,90.5851,27.2609,245.613,,0,0
Bumi Berkah Boga PT,Strategic,Leisure Facilities & Services,4,2,2,2,2,,0,0
Shenzhen Qianhai Heiyi Investment Management Co Ltd,Strategic,Asset Management,4,590.931,196.977,14.141,500,,0,0
Deutsche Bank AG,Strategic,Banking,4,2361.53,1180.76,41.0265,2320.5,,0,0
Chalak Group Inc/The,Strategic,Leisure Facilities & Services,4,,,,,,0,0
Xi'an Catering Co Ltd,Strategic,Leisure Facilities & Services,4,97.2248,24.3062,2.40124,76.5131,,0,0
Cas Capital Inc,Strategic,Asset Management,4,190.049,63.3496,4.02856,142.291,20.45,0,0
GV Management Co LLC,Strategic,Asset Management,4,1200,300,100,400,,0,0
Samara Capital Partners,Strategic,Asset Management,4,179.818,59.9392,5.5,100,,0,0
Italian Coffee Holdings Ltd,Strategic,Leisure Facilities & Services,4,6.27942,3.13971,1.65942,4.62,,0,0
Eateries Inc,Strategic,Leisure Facilities & Services,4,9.425,9.425,9.425,9.425,,0,0
G Networks Co Ltd,Strategic,Leisure Facilities & Services,4,8.33303,4.16651,3.23304,5.09999,,0,0
India Hospitality Corp,Strategic,Leisure Facilities & Services,4,442.262,147.421,0.66204,350,,0,0
Redneck Foods Inc,Strategic,Leisure Facilities & Services,4,6.76904,1.69226,0.325,5.083,,0,0
DeA Capital Alternative Funds SGR SpA,Strategic,Asset Management,4,,,,,,0,0
Evolvence Capital Ltd,Strategic,Asset Management,4,545,136.25,35,210,,0,0
H3 Enterprises Inc,Strategic,Leisure Facilities & Services,4,10,10,10,10,,0,0
Stripes LLC,Strategic,Asset Management,4,200,200,200,200,,0,0
Cracker Barrel Old Country Store Inc,Strategic,Leisure Facilities & Services,4,210.705,105.353,36,174.705,17.55,0,0
Olympus Partners,Strategic,Asset Management,4,1040,346.667,110,775,,0,0
Cinven Ltd,Strategic,Asset Management,4,7405.37,1851.34,1181.4,2857.13,3.35,0,0
Valedo Partners,Strategic,Asset Management,4,,,,,,0,0
Taechang Pharos Ltd,Strategic,Leisure Facilities & Services,4,46.9877,11.7469,2.9556,31.4917,,0,0
GBK Restaurants Ltd,Strategic,Leisure Facilities & Services,4,52.9972,13.2493,0.641457,44.0503,8.64,0,0
Joy Capital LLP,Strategic,Asset Management,4,80.868,40.434,30.868,50,,0,0
EQT Partners AB,Strategic,Asset Management,4,10,10,10,10,,0,0
RB Investments Pte Ltd,Strategic,Asset Management,4,11.8691,3.95638,1.7,6.41824,,0,0
Headliners Entertainment Group Inc,Strategic,Leisure Facilities & Services,4,1.8963,1.8963,1.8963,1.8963,,0,0
AP Holdings Co Ltd,Strategic,Leisure Facilities & Services,4,4.80878,1.60293,1.4,2.00398,,0,0
Longreach Group Ltd/The,Strategic,Asset Management,4,,,,,,0,0
L Catterton Europe SASU,Strategic,Asset Management,4,161.627,80.8137,20.3034,141.324,,0,0
Great American Food Chain Inc/The,Strategic,Leisure Facilities & Services,4,0.30375,0.30375,0.30375,0.30375,,0,0
Mexican Restaurants Inc,Strategic,Leisure Facilities & Services,4,29.475,7.36875,0.725,13.75,1.36E-19,0,0
SAIF Partners,Strategic,Asset Management,4,179.236,44.809,22.7358,70,,0,0
Food & Life Cos Ltd,Strategic,Leisure Facilities & Services,4,14.5166,14.5166,14.5166,14.5166,,0,0
Aegis Brands Inc,Strategic,Leisure Facilities & Services,4,43.6846,21.8423,7.20955,36.475,,0,0
Mezzanine Group PLC,Strategic,Leisure Facilities & Services,4,8.0333,2.67777,0.287444,6.3516,,0,0
Ichiya Co Ltd,Strategic,Leisure Facilities & Services,4,4.612,1.53733,0.90912,1.8838,,0,0
Heineken NV,Strategic,Beverages,4,2283.78,761.261,3.72395,1982.12,94.1492,0,0
PJ America Inc,Strategic,Leisure Facilities & Services,4,,,,,,0,0
Delivery Hero SE,Strategic,Internet Media & Services,4,89.7199,89.7199,89.7199,89.7199,,0,0
Western Sizzlin Corp/DE,Strategic,Leisure Facilities & Services,4,2.00294,1.00147,0.829939,1.173,6.89,0,0
Xian Tourism Group Co Ltd,Strategic,Leisure Facilities & Services,4,57.2975,28.6487,13.0277,44.2697,,0,0
Jamba Inc,Strategic,Leisure Facilities & Services,4,265,265,265,265,,0,0
Alliance Consumer Growth LLC,Strategic,Asset Management,4,,,,,,0,0
Big Table Ltd/The,Strategic,Leisure Facilities & Services,4,9.3465,9.3465,9.3465,9.3465,,0,0
Strategic Media International Ltd,Strategic,Publishing & Broadcasting,4,12.2979,3.07447,0.550003,8.10936,,0,0
Vivartia Holding SA,Strategic,Food,4,256.279,85.4263,56.7836,111.116,20.5533,0,0
Anchor Equity Partners Asia Ltd,Strategic,Asset Management,4,400.8,133.6,59.2498,173.664,,0,0
HIG Capital LLC,Strategic,Asset Management,4,284.616,284.616,284.616,284.616,,0,0
Verlinvest SA,Strategic,Asset Management,4,614,153.5,75,350,,0,0
Fusion Restaurant Group Inc,Strategic,Leisure Facilities & Services,4,,,,,,0,0
Groupe Flo,Strategic,Leisure Facilities & Services,4,77.2214,38.6107,11.8792,65.3422,,0,0
Nightcap Plc,Strategic,Leisure Facilities & Services,4,10.5907,5.29535,5.22153,5.36917,,0,0
FM Restaurants PT LLC,Strategic,Leisure Facilities & Services,4,,,,,,0,0
Permira Holdings LLP,Strategic,Asset Management,4,1866.98,466.746,8.84759,1000,0.31,0,0
BRONCO BILLY Co Ltd,Strategic,Leisure Facilities & Services,4,14.4096,14.4096,14.4096,14.4096,,0,0
Devyani International Ltd,Strategic,Leisure Facilities & Services,4,1286.86,428.954,3.03957,983.823,,0,0
Banco Santander SA,Strategic,Banking,4,48.1302,12.0326,3.918,21.6272,,0,0
NatWest Group PLC,Strategic,Banking,4,125.535,41.8449,8.1926,63.912,,0,0
Gift Holdings Inc,Strategic,Leisure Facilities & Services,4,1.23045,1.23045,1.23045,1.23045,,0,0
Partners Group Holding AG,Strategic,Asset Management,4,133.907,133.907,133.907,133.907,,0,0
Link One Co Ltd,Strategic,Leisure Facilities & Services,4,2.79931,0.699827,0.0135915,2.0412,,0,0
GreyLion Capital LP,Strategic,Asset Management,4,147,36.75,32,42,,0,0
Monogatari Corp/The,Strategic,Leisure Facilities & Services,4,29.1398,7.28494,0.10695,27.5,,0,0
Goldman Sachs Capital Partners,Strategic,Asset Management,4,1550.9,775.448,50,1500.9,,0,0
Shenzhen Tiantu Equity Investment and Management LP,Strategic,Asset Management,4,1002.52,334.172,9.4494,980,,0,0
Emerging Capital Partners LLC,Strategic,Asset Management,4,30.5945,30.5945,30.5945,30.5945,,0,0
FMR LLC,Strategic,Asset Management,4,425,106.25,33,200,,0,0
Capital Square Co Ltd,Strategic,Asset Management,4,,,,,,0,0
KKR Group Co Inc,Strategic,Asset Management,4,,,,,,0,0
CIC Partners LP,Strategic,Asset Management,4,9,9,9,9,,0,0
Doutor Nichires Holdings Co Ltd,Strategic,Leisure Facilities & Services,4,28.7907,9.59689,0.930509,24.9504,,0,0
Katrina Group Ltd,Strategic,Leisure Facilities & Services,4,2.42567,0.808556,0.259264,1.4726,,0,0
Rosser Capital Partners,Strategic,Asset Management,4,,,,,,0,0
MBK Partners Ltd,Strategic,Asset Management,4,2860.1,953.366,484.997,1500,,0,0
CKE Restaurants Inc,Strategic,Leisure Facilities & Services,4,834.625,208.656,37.06,427,63.02,0,0
Beijing Enterprises Environment Group Ltd,Strategic,Commercial Support Services,4,31.2363,10.4121,2.54606,24.2193,,0,0
Collaborative Fund,Strategic,Asset Management,4,30,15,9,21,,0,0
Mcwin Sro,Strategic,Asset Management,4,722.37,361.185,288.495,433.875,,0,0
Texas Roadhouse Inc,Strategic,Leisure Facilities & Services,4,31.3,15.65,8.7,22.6,,0,0
Canada's Pizza Delivery Corp,Strategic,Leisure Facilities & Services,4,12.8996,4.29987,0.81345,11.2336,16,0,0
Centre Partners Management LLC,Strategic,Asset Management,4,130.863,130.863,130.863,130.863,57.7,0,0
Priszm Income Fund,Strategic,Leisure Facilities & Services,4,1.98799,1.98799,1.98799,1.98799,,0,0
Partech International Inc,Strategic,Asset Management,4,81.5574,20.3894,5,47.3424,,0,0
Hard Rock International Inc,Strategic,Leisure Facilities & Services,4,1633,816.5,558,1075,,0,0
Thai Union Group PCL,Strategic,Food,3,575,575,575,575,,0,0
American Securities LLC,Strategic,Asset Management,3,74.0739,37.0369,15.4578,58.6161,,0,0
Freshii Inc,Strategic,Leisure Facilities & Services,3,8.75959,4.3798,4.15,4.60959,,0,0
Speedy Fortune Ltd,Strategic,Specialty Finance,3,1.16423,0.582113,0.497336,0.666889,,0,0
Adeptio AD Investments SPC Ltd,Strategic,Asset Management,3,3324.93,1108.31,15.2761,2366.09,,0,0
Foresight Group LLP,Strategic,Asset Management,3,14.2789,7.13945,4.4329,9.846,,0,0
Peckwater Investments Ltd,Strategic,Leisure Facilities & Services,3,,,,,,0,0
Flagship Asset Management/Tokyo,Strategic,Asset Management,3,100.621,33.5402,9.69874,63.681,,0,0
Pan Pacific International Holdings Corp,Strategic,Retail - Consumer Staples,3,124.738,62.3692,51.181,73.5573,26.04,0,0
Nissay Capital Co Ltd,Strategic,Asset Management,3,16.0671,5.3557,1.3509,10.985,,0,0
Herkules Capital AS,Strategic,Asset Management,3,,,,,,0,0
Tailwind Hospitality Inc,Strategic,Leisure Facilities & Services,3,,,,,,0,0
Blue Sky Alternative Investments Ltd,Strategic,Asset Management,3,10.867,5.4335,3,7.867,,0,0
Sweetgreen Inc,Strategic,Leisure Facilities & Services,3,8,8,8,8,,0,0
Mitsubishi Corp,Strategic,Wholesale - Consumer Staples,3,33.2873,16.6436,8.27539,25.0119,,0,0
Mubadala Investment Co PJSC,Strategic,Asset Management,3,,,,,,0,0
Syndicated Food Service International Inc,Strategic,Leisure Facilities & Services,3,7.9225,3.96125,0.4225,7.5,,0,0
Old Monk Co PLC/The,Strategic,Leisure Facilities & Services,3,2.44081,0.813602,0.667394,1.0006,,0,0
InfleXion II Cayman GP Inc,Strategic,Asset Management,3,100.621,33.5402,9.69874,63.681,,0,0
Skylark Holdings Co Ltd,Strategic,Leisure Facilities & Services,3,237.882,118.941,69.4022,168.48,,0,0
Tokyo Ichiban Foods Co Ltd,Strategic,Leisure Facilities & Services,3,6.65,6.65,6.65,6.65,,0,0
Authentic Restaurant Brands,Strategic,Leisure Facilities & Services,3,357.643,357.643,357.643,357.643,7.31307,0,0
TSG Consumer Partners LLC,Strategic,Asset Management,3,,,,,,0,0
Incubate Fund,Strategic,Asset Management,3,38.007,12.669,6.878,20.144,,0,0
Grupo Zena de Restauracion SA,Strategic,Leisure Facilities & Services,3,791.378,791.378,791.378,791.378,7.62,0,0
Main Street Restaurant Group Inc,Strategic,Leisure Facilities & Services,3,18.8,9.4,6.8,12,,0,0
LGV Capital Ltd,Strategic,Asset Management,3,3034.6,1517.3,177.479,2857.13,,0,0
E-Station Green Technology Gro,Strategic,Leisure Facilities & Services,3,0.501503,0.250752,0.0647393,0.436764,,0,0
Fidelity National Financial Inc/US,Strategic,Specialty Finance,3,377.771,188.885,95.8236,281.947,57.5427,0,0
Ootoya Holdings Co Ltd,Strategic,Leisure Facilities & Services,3,15.3623,7.68114,1.16068,14.2016,,0,0
Aprirose Real Estate Investment,Strategic,Real Estate Owners & Developers,3,190.146,95.073,19.599,170.547,,0,0
Kazokutei Co Ltd,Strategic,Leisure Facilities & Services,3,19.1877,6.39591,1.60285,12.645,,0,0
Alimentation Couche-Tard Inc,Strategic,Retail - Consumer Staples,3,1670,835,100,1570,,0,0
BC Partners Holdings Ltd,Strategic,Asset Management,3,737.152,368.576,349.402,387.75,,0,0
Delaware North Cos Inc,Strategic,Commercial Support Services,3,,,,,,0,0
Success Factory,Strategic,Leisure Facilities & Services,3,,,,,,0,0
BlueGem Capital Partners LLP,Strategic,Asset Management,3,,,,,,0,0
Hanwha Hotels & Resorts Co Ltd,Strategic,Leisure Facilities & Services,3,684.604,342.302,85.8844,598.719,,0,0
L Catterton Asia Advisors,Strategic,Asset Management,3,,,,,,0,0
YO! Sushi Ltd,Strategic,Leisure Facilities & Services,3,78.3,78.3,78.3,78.3,,0,0
Santa Fe Holding Co Inc,Strategic,Leisure Facilities & Services,3,,,,,,0,0
Lifeline Ventures Fund Management Oy,Strategic,Asset Management,3,40.3386,13.4462,5.21311,17.7495,,0,0
Naxicap Partners SA,Strategic,Asset Management,3,5.1604,5.1604,5.1604,5.1604,,0,0
ARAMARK Corp/Old,Strategic,Commercial Support Services,3,,,,,,0,0
Mekong Capital Ltd,Strategic,Asset Management,3,9.5,4.75,2.6,6.9,,0,0
Envictus International Holdings Ltd,Strategic,Leisure Facilities & Services,3,39.0528,13.0176,5.5152,16.7688,,0,0
Madison Dearborn Partners LLC,Strategic,Asset Management,3,12.75,12.75,12.75,12.75,,0,0
Restaurants on the Run Inc,Strategic,Leisure Facilities & Services,3,,,,,,0,0
MIXI Inc,Strategic,Entertainment Content,3,33.0027,11.0009,5.28712,18.522,,0,0
Admiral Taverns Group Holdings Ltd,Strategic,Leisure Facilities & Services,3,88.7574,44.3787,30.8364,57.921,,0,0
Domino's Pizza Inc,Strategic,Leisure Facilities & Services,3,224.865,74.955,39.865,145,,0,0
PAG,Strategic,Asset Management,3,10,10,10,10,,0,0
Angel Capital Management Spa,Strategic,Asset Management,3,11.1915,5.59575,5.4875,5.704,,0,0
FountainVest Partners Co Ltd,Strategic,Asset Management,3,1300,433.333,160,980,,0,0
Grupo Gigante SAB de CV,Strategic,Retail - Discretionary,3,105.203,52.6015,21,84.203,,0,0
Vikram Kamats Hospitality Ltd,Strategic,Leisure Facilities & Services,3,,,,,,0,0
Nathan's Famous Inc,Strategic,Food,3,15.8773,7.93865,4.2063,11.671,58.875,0,0
Tascosystem Co Ltd,Strategic,Leisure Facilities & Services,3,11.1081,3.7027,0.42635,7.3297,,0,0
President Chain Store Corp,Strategic,Retail - Consumer Staples,3,175.517,87.7587,0.517344,175,,0,0
Connection Capital LLP,Strategic,Asset Management,3,357.729,119.243,4.66524,344.581,,0,0
Texchem Resources Bhd,Strategic,Chemicals,3,29.3168,9.77227,0.6374,24.4156,,0,0
Sentica Partners Oy,Strategic,Asset Management,3,,,,,,0,0
Apheon Management SA,Strategic,Asset Management,3,,,,,,0,0
Leon de Bruxelles SADIR,Strategic,Leisure Facilities & Services,3,6.14881,3.07441,1.90864,4.24017,,0,0
Horiifoodservice Co Ltd,Strategic,Leisure Facilities & Services,3,3.30997,1.10332,0.19446,2.38032,,0,0
Joyfull Co Ltd,Strategic,Leisure Facilities & Services,3,42.6844,14.2281,2.70241,25.8812,,0,0
MYSC Co Ltd,Strategic,Commercial Support Services,3,2.33337,2.33337,2.33337,2.33337,,0,0
Nimes Capital LLC,Strategic,Asset Management,3,,,,,,0,0
Lunchbox Technologies Inc,Strategic,Leisure Facilities & Services,3,,,,,,0,0
Jack in the Box Inc,Strategic,Leisure Facilities & Services,3,870.028,435.014,45,825.028,52.64,0,0
K3 Ventures Pte Ltd,Strategic,Asset Management,3,138.868,46.2893,8.868,100,,0,0
Lever VC,Strategic,Asset Management,3,30.9544,10.3181,0.68085,15.2735,,0,0
Garnett Station Capital Partners LLC,Strategic,Asset Management,3,,,,,,0,0
Al Kuzama Trading Co,Strategic,Leisure Facilities & Services,3,27.7238,9.24127,7.995,10.4013,,0,0
Azzurri Group Ltd,Strategic,Leisure Facilities & Services,3,,,,,,0,0
Avalt,Strategic,Asset Management,3,120,40,25,65,,0,0
Grand Parade Investments Ltd,Strategic,Asset Management,3,85.3802,42.6901,27.5347,57.8455,20.919,0,0
Lee Equity Partners LLC,Strategic,Asset Management,3,,,,,,0,0
Huachuang Huicai Investment Management Beijing Co Ltd,Strategic,Asset Management,3,30.868,30.868,30.868,30.868,,0,0
Sunshine Food Inc,Strategic,Leisure Facilities & Services,3,18.8243,9.41216,4.69446,14.1299,,0,0
